TrainingType,BrainTypeVegan,SurvivorPercentageVegan,SurvivorAvgAgeVegan,BrainTypeCarnivore,SurvivorPercentageCarnivore,SurvivorAvgAgeCarnivore
veg_POCA__carn_SAC,POCA,0.966666639,9824.000000000,SAC,0.333333343,6549.533000000
veg_POCA__carn_SAC,POCA,0.866666700,9404.733000000,SAC,0.133333340,5624.400000000
veg_POCA__carn_SAC,POCA,0.766666651,7980.433000000,SAC,0.133333340,5316.400000000
veg_POCA__carn_SAC,POCA,0.666666700,7497.967000000,SAC,0.200000000,6377.266600000
veg_POCA__carn_SAC,POCA,0.800000000,8859.200000000,SAC,0.266666681,7206.133300000
veg_POCA__carn_SAC,POCA,0.866666700,9331.667000000,SAC,0.266666681,7261.333500000
veg_POCA__carn_SAC,POCA,0.900000000,9380.366000000,SAC,0.266666681,6506.666500000
veg_POCA__carn_SAC,POCA,0.900000000,9269.566000000,SAC,0.066666670,5547.400000000
veg_POCA__carn_SAC,POCA,0.733333349,8504.733000000,SAC,0.066666670,5572.933000000
veg_POCA__carn_SAC,POCA,0.933333337,9472.833000000,SAC,0.266666681,6329.467000000
veg_POCA__carn_SAC,POCA,0.900000000,9298.200000000,SAC,0.200000000,6563.266600000
veg_POCA__carn_SAC,POCA,0.866666700,8965.134000000,SAC,0.066666670,5211.200000000
veg_POCA__carn_SAC,POCA,0.866666700,9032.667000000,SAC,0.200000000,6768.467000000
veg_POCA__carn_SAC,POCA,0.866666700,9159.967000000,SAC,0.066666670,7005.666500000
veg_POCA__carn_SAC,POCA,0.866666700,9235.767000000,SAC,0.266666681,6448.200000000
veg_POCA__carn_SAC,POCA,0.900000000,9462.634000000,SAC,0.133333340,6133.666500000
veg_POCA__carn_SAC,POCA,0.866666700,8862.000000000,SAC,0.533333361,7682.933000000
veg_POCA__carn_SAC,POCA,0.866666700,9260.667000000,SAC,0.333333343,7839.000000000
veg_POCA__carn_SAC,POCA,0.933333337,9675.900000000,SAC,0.466666669,8269.200000000
veg_POCA__carn_SAC,POCA,0.833333300,9236.434000000,SAC,0.400000000,7324.333500000
veg_POCA__carn_SAC,POCA,0.933333337,9818.467000000,SAC,0.200000000,6814.733400000
veg_POCA__carn_SAC,POCA,0.866666700,9444.934000000,SAC,0.600000000,7755.133300000
veg_POCA__carn_SAC,POCA,0.866666700,9171.000000000,SAC,0.000000000,4720.200000000
veg_POCA__carn_SAC,POCA,0.900000000,9369.167000000,SAC,0.333333343,6343.067000000
veg_POCA__carn_SAC,POCA,0.700000000,8316.634000000,SAC,0.200000000,7193.733400000
veg_POCA__carn_SAC,POCA,0.933333337,9641.200000000,SAC,0.266666681,6439.467000000
veg_POCA__carn_SAC,POCA,0.800000000,9311.434000000,SAC,0.466666669,8363.600000000
veg_POCA__carn_SAC,POCA,0.933333337,9627.600000000,SAC,0.333333343,7248.400000000
veg_POCA__carn_SAC,POCA,0.866666700,8899.100000000,SAC,0.133333340,5720.000000000
veg_POCA__carn_SAC,POCA,0.766666651,8221.100000000,SAC,0.200000000,6844.266600000
veg_POCA__carn_SAC,POCA,0.800000000,8749.400000000,SAC,0.466666669,8044.133300000
veg_POCA__carn_SAC,POCA,0.833333300,9104.866000000,SAC,0.600000000,7839.333500000
veg_POCA__carn_SAC,POCA,0.833333300,8891.267000000,SAC,0.533333361,8102.133300000
veg_POCA__carn_SAC,POCA,0.866666700,9036.700000000,SAC,0.133333340,6025.333500000
veg_POCA__carn_SAC,POCA,0.833333300,8637.767000000,SAC,0.266666681,7368.533000000
veg_POCA__carn_SAC,POCA,0.800000000,9224.934000000,SAC,0.333333343,7905.733400000
veg_POCA__carn_SAC,POCA,0.900000000,9138.634000000,SAC,0.000000000,5137.600000000
veg_POCA__carn_SAC,POCA,0.900000000,9184.066000000,SAC,0.266666681,6860.000000000
veg_POCA__carn_SAC,POCA,0.900000000,9467.134000000,SAC,0.200000000,6603.333500000
veg_POCA__carn_SAC,POCA,0.900000000,9549.600000000,SAC,0.066666670,7090.133300000
veg_POCA__carn_SAC,POCA,0.900000000,9491.100000000,SAC,0.133333340,6455.266600000
veg_POCA__carn_SAC,POCA,0.833333300,9162.967000000,SAC,0.400000000,6775.333500000
veg_POCA__carn_SAC,POCA,0.900000000,9410.033000000,SAC,0.200000000,6296.000000000
veg_POCA__carn_SAC,POCA,0.866666700,9126.167000000,SAC,0.533333361,8718.600000000
veg_POCA__carn_SAC,POCA,0.766666651,8799.500000000,SAC,0.600000000,8749.267000000
veg_POCA__carn_SAC,POCA,0.933333337,9666.033000000,SAC,0.133333340,6548.400000000
veg_POCA__carn_SAC,POCA,0.733333349,8169.433000000,SAC,0.533333361,8485.934000000
veg_POCA__carn_SAC,POCA,0.866666700,9168.300000000,SAC,0.133333340,6204.666500000
veg_POCA__carn_SAC,POCA,0.866666700,9359.533000000,SAC,0.133333340,7084.467000000
veg_POCA__carn_SAC,POCA,0.866666700,9143.566000000,SAC,0.200000000,6426.200000000
veg_POCA__carn_SAC,POCA,0.800000000,8795.033000000,SAC,0.200000000,6654.933000000
veg_POCA__carn_SAC,POCA,0.966666639,9666.866000000,SAC,0.266666681,6650.533000000
veg_POCA__carn_SAC,POCA,0.900000000,9308.233000000,SAC,0.400000000,7390.733400000
veg_POCA__carn_SAC,POCA,0.933333337,9622.500000000,SAC,0.266666681,8606.000000000
veg_POCA__carn_SAC,POCA,0.833333300,9188.833000000,SAC,0.200000000,6150.866700000
veg_POCA__carn_SAC,POCA,0.866666700,9050.667000000,SAC,0.333333343,7245.800000000
veg_POCA__carn_SAC,POCA,0.966666639,9738.134000000,SAC,0.400000000,7678.000000000
veg_POCA__carn_SAC,POCA,0.900000000,9425.300000000,SAC,0.133333340,6580.000000000
veg_POCA__carn_SAC,POCA,0.866666700,8958.200000000,SAC,0.066666670,5960.800000000
veg_POCA__carn_SAC,POCA,0.800000000,8986.533000000,SAC,0.400000000,8163.666500000
veg_POCA__carn_SAC,POCA,0.833333300,8952.767000000,SAC,0.266666681,6893.067000000
veg_POCA__carn_SAC,POCA,0.833333300,9038.800000000,SAC,0.200000000,6304.333500000
veg_POCA__carn_SAC,POCA,0.733333349,8127.933000000,SAC,0.266666681,7015.400000000
veg_POCA__carn_SAC,POCA,0.833333300,8912.267000000,SAC,0.200000000,6735.733400000
veg_POCA__carn_SAC,POCA,0.733333349,7985.833500000,SAC,0.266666681,6889.666500000
veg_POCA__carn_SAC,POCA,0.933333337,9364.733000000,SAC,0.266666681,5924.866700000
veg_POCA__carn_SAC,POCA,0.866666700,9152.967000000,SAC,0.266666681,7214.533000000
veg_POCA__carn_SAC,POCA,0.900000000,9182.300000000,SAC,0.266666681,6831.333500000
veg_POCA__carn_SAC,POCA,0.966666639,9666.667000000,SAC,0.066666670,4955.333500000
veg_POCA__carn_SAC,POCA,0.800000000,8558.233000000,SAC,0.000000000,5450.467000000
veg_POCA__carn_SAC,POCA,0.900000000,9176.066000000,SAC,0.133333340,4942.600000000
veg_POCA__carn_SAC,POCA,0.800000000,8442.866000000,SAC,0.200000000,6689.133300000
veg_POCA__carn_SAC,POCA,0.833333300,8616.134000000,SAC,0.000000000,5076.866700000
veg_POCA__carn_SAC,POCA,0.966666639,9775.634000000,SAC,0.333333343,6733.933000000
veg_POCA__carn_SAC,POCA,0.900000000,9251.500000000,SAC,0.266666681,6609.333500000
veg_POCA__carn_SAC,POCA,0.700000000,7621.833500000,SAC,0.266666681,7014.800000000
veg_POCA__carn_SAC,POCA,0.966666639,9687.167000000,SAC,0.200000000,5993.866700000
veg_POCA__carn_SAC,POCA,0.866666700,9120.000000000,SAC,0.133333340,6096.866700000
veg_POCA__carn_SAC,POCA,0.933333337,9471.000000000,SAC,0.400000000,7253.067000000
veg_POCA__carn_SAC,POCA,0.933333337,9433.267000000,SAC,0.133333340,4546.933000000
veg_POCA__carn_SAC,POCA,0.866666700,8946.833000000,SAC,0.000000000,7300.666500000
veg_PPO__carn_POCA,PPO,0.833333300,9065.033000000,POCA,0.666666700,7972.067000000
veg_PPO__carn_POCA,PPO,0.666666700,8174.166500000,POCA,0.800000000,9083.200000000
veg_PPO__carn_POCA,PPO,0.766666651,8888.900000000,POCA,0.866666700,9800.134000000
veg_PPO__carn_POCA,PPO,0.833333300,9334.267000000,POCA,0.800000000,9236.533000000
veg_PPO__carn_POCA,PPO,0.933333337,9815.967000000,POCA,0.666666700,8761.134000000
veg_PPO__carn_POCA,PPO,0.833333300,9271.167000000,POCA,0.600000000,8309.000000000
veg_PPO__carn_POCA,PPO,0.833333300,9207.000000000,POCA,0.466666669,7512.067000000
veg_PPO__carn_POCA,PPO,0.966666639,9814.400000000,POCA,0.466666669,8145.600000000
veg_PPO__carn_POCA,PPO,0.833333300,8932.000000000,POCA,0.733333349,9450.467000000
veg_PPO__carn_POCA,PPO,0.900000000,9304.500000000,POCA,0.600000000,7806.000000000
veg_PPO__carn_POCA,PPO,0.833333300,9197.434000000,POCA,0.600000000,8668.934000000
veg_PPO__carn_POCA,PPO,0.800000000,8885.634000000,POCA,0.800000000,9450.800000000
veg_PPO__carn_POCA,PPO,0.666666700,8492.634000000,POCA,0.800000000,9185.467000000
veg_PPO__carn_POCA,PPO,0.833333300,8882.566000000,POCA,0.933333337,9526.934000000
veg_PPO__carn_POCA,PPO,0.800000000,8721.967000000,POCA,0.933333337,9544.733000000
veg_PPO__carn_POCA,PPO,0.733333349,8678.100000000,POCA,0.733333349,9469.134000000
veg_PPO__carn_POCA,PPO,0.833333300,9181.467000000,POCA,0.733333349,8941.333000000
veg_PPO__carn_POCA,PPO,0.800000000,8559.866000000,POCA,0.600000000,7702.800000000
veg_PPO__carn_POCA,PPO,0.866666700,9525.767000000,POCA,0.866666700,9697.400000000
veg_PPO__carn_POCA,PPO,0.833333300,8711.066000000,POCA,0.600000000,8266.066000000
veg_PPO__carn_POCA,PPO,0.800000000,8853.566000000,POCA,0.933333337,9592.600000000
veg_PPO__carn_POCA,PPO,0.766666651,8737.600000000,POCA,0.866666700,9967.200000000
veg_PPO__carn_POCA,PPO,0.766666651,8500.333000000,POCA,0.733333349,9074.800000000
veg_PPO__carn_POCA,PPO,0.900000000,9787.600000000,POCA,0.466666669,7096.266600000
veg_PPO__carn_POCA,PPO,0.800000000,8678.066000000,POCA,0.800000000,9126.467000000
veg_PPO__carn_POCA,PPO,0.866666700,9214.100000000,POCA,0.866666700,9381.600000000
veg_PPO__carn_POCA,PPO,0.800000000,9014.667000000,POCA,0.666666700,9356.066000000
veg_PPO__carn_POCA,PPO,0.866666700,9318.233000000,POCA,0.666666700,9057.200000000
veg_PPO__carn_POCA,PPO,0.833333300,8900.600000000,POCA,0.533333361,7802.800000000
veg_PPO__carn_POCA,PPO,0.800000000,9151.700000000,POCA,0.466666669,8455.333000000
veg_PPO__carn_POCA,PPO,0.700000000,7843.933000000,POCA,0.800000000,9002.667000000
veg_PPO__carn_POCA,PPO,0.700000000,8474.967000000,POCA,0.800000000,9227.934000000
veg_PPO__carn_POCA,PPO,0.933333337,9610.600000000,POCA,0.466666669,7346.266600000
veg_PPO__carn_POCA,PPO,0.833333300,8961.767000000,POCA,0.666666700,8976.600000000
veg_PPO__carn_POCA,PPO,0.666666700,8637.134000000,POCA,0.800000000,9726.000000000
veg_PPO__carn_POCA,PPO,0.866666700,9202.467000000,POCA,0.800000000,9550.533000000
veg_PPO__carn_POCA,PPO,0.866666700,9221.833000000,POCA,0.800000000,9172.000000000
veg_PPO__carn_POCA,PPO,0.800000000,8556.800000000,POCA,0.600000000,8453.066000000
veg_PPO__carn_POCA,PPO,0.700000000,8268.400000000,POCA,0.400000000,6962.933000000
veg_PPO__carn_POCA,PPO,0.933333337,9732.300000000,POCA,0.733333349,8683.267000000
veg_PPO__carn_POCA,PPO,0.800000000,8778.200000000,POCA,0.666666700,8929.134000000
veg_PPO__carn_POCA,PPO,0.800000000,8537.400000000,POCA,0.600000000,8342.934000000
veg_PPO__carn_POCA,PPO,0.766666651,8636.000000000,POCA,0.866666700,9505.667000000
veg_PPO__carn_POCA,PPO,0.866666700,9491.533000000,POCA,0.866666700,9900.866000000
veg_PPO__carn_POCA,PPO,0.866666700,9364.733000000,POCA,0.466666669,8722.800000000
veg_PPO__carn_POCA,PPO,0.833333300,9460.467000000,POCA,0.666666700,8364.000000000
veg_PPO__carn_POCA,PPO,0.866666700,9313.033000000,POCA,0.666666700,9016.533000000
veg_PPO__carn_POCA,PPO,0.833333300,9240.600000000,POCA,0.733333349,8871.400000000
veg_PPO__carn_POCA,PPO,0.766666651,8785.533000000,POCA,0.933333337,9981.800000000
veg_PPO__carn_POCA,PPO,0.733333349,8844.233000000,POCA,0.733333349,9066.533000000
veg_PPO__carn_POCA,PPO,0.766666651,8176.933000000,POCA,0.600000000,8877.733000000
veg_PPO__carn_POCA,PPO,0.933333337,9493.767000000,POCA,0.733333349,9000.134000000
veg_PPO__carn_POCA,PPO,0.800000000,9190.900000000,POCA,0.266666681,7503.333500000
veg_PPO__carn_POCA,PPO,0.933333337,9755.866000000,POCA,0.533333361,8268.667000000
veg_PPO__carn_POCA,PPO,0.733333349,8123.366700000,POCA,0.933333337,9890.667000000
veg_PPO__carn_POCA,PPO,0.833333300,9074.400000000,POCA,0.466666669,7451.666500000
veg_PPO__carn_POCA,PPO,0.833333300,9032.434000000,POCA,0.666666700,8754.000000000
veg_PPO__carn_POCA,PPO,0.700000000,7939.067000000,POCA,0.600000000,8599.533000000
veg_PPO__carn_POCA,PPO,0.800000000,8879.400000000,POCA,0.600000000,9528.600000000
veg_PPO__carn_POCA,PPO,0.833333300,8841.700000000,POCA,0.533333361,8197.733000000
veg_PPO__carn_POCA,PPO,0.866666700,9129.733000000,POCA,0.666666700,8883.800000000
veg_PPO__carn_POCA,PPO,0.966666639,9697.366000000,POCA,0.000000000,1985.400000000
veg_PPO__carn_POCA,PPO,0.800000000,8363.767000000,POCA,0.666666700,8711.800000000
veg_PPO__carn_POCA,PPO,0.833333300,8974.033000000,POCA,0.800000000,8741.134000000
veg_PPO__carn_POCA,PPO,0.866666700,9312.300000000,POCA,0.533333361,8454.533000000
veg_PPO__carn_POCA,PPO,0.933333337,9372.100000000,POCA,0.000000000,2009.866700000
veg_PPO__carn_POCA,PPO,0.833333300,9118.300000000,POCA,0.866666700,9611.400000000
veg_PPO__carn_POCA,PPO,0.766666651,8539.300000000,POCA,0.800000000,8903.934000000
veg_PPO__carn_POCA,PPO,0.933333337,9804.400000000,POCA,0.400000000,8552.533000000
veg_PPO__carn_POCA,PPO,0.933333337,9420.733000000,POCA,0.000000000,2123.866700000
veg_PPO__carn_POCA,PPO,0.766666651,9531.233000000,POCA,0.733333349,9056.200000000
veg_PPO__carn_POCA,PPO,0.800000000,8686.200000000,POCA,0.866666700,9348.733000000
veg_PPO__carn_POCA,PPO,0.833333300,8965.533000000,POCA,0.733333349,9408.733000000
veg_PPO__carn_POCA,PPO,1.000000000,10000.000000000,POCA,0.000000000,2077.466550000
veg_PPO__carn_POCA,PPO,0.800000000,8486.500000000,POCA,0.800000000,9630.467000000
veg_PPO__carn_POCA,PPO,0.900000000,9175.634000000,POCA,0.466666669,8372.333000000
veg_PPO__carn_POCA,PPO,0.766666651,8725.767000000,POCA,0.666666700,8721.733000000
veg_PPO__carn_POCA,PPO,0.966666639,9733.566000000,POCA,0.000000000,2054.333250000
veg_PPO__carn_POCA,PPO,0.933333337,9565.267000000,POCA,0.600000000,8261.533000000
veg_PPO__carn_POCA,PPO,0.900000000,9605.634000000,POCA,0.666666700,8828.333000000
veg_PPO__carn_POCA,PPO,0.800000000,8999.434000000,POCA,0.866666700,9579.333000000
veg_PPO__carn_POCA,PPO,1.000000000,10000.000000000,POCA,0.000000000,2169.333250000
veg_PPO__carn_POCA,PPO,0.800000000,8775.300000000,POCA,0.866666700,9893.733000000
veg_PPO__carn_POCA,PPO,0.766666651,8816.400000000,POCA,0.600000000,8748.600000000
veg_PPO__carn_POCA,PPO,0.933333337,9669.900000000,POCA,0.800000000,9248.066000000
veg_PPO__carn_POCA,PPO,0.966666639,9700.767000000,POCA,0.000000000,2150.200000000
veg_PPO__carn_POCA,PPO,0.833333300,9005.167000000,POCA,0.866666700,9730.467000000
veg_PPO__carn_POCA,PPO,0.666666700,8149.400000000,POCA,0.733333349,9014.200000000
veg_PPO__carn_POCA,PPO,0.800000000,8734.033000000,POCA,0.800000000,9665.066000000
veg_PPO__carn_POCA,PPO,0.866666700,8828.833000000,POCA,0.000000000,2441.733400000
veg_PPO__carn_POCA,PPO,0.833333300,9309.366000000,POCA,0.866666700,9087.467000000
veg_PPO__carn_POCA,PPO,0.833333300,8860.267000000,POCA,0.466666669,8681.866000000
veg_PPO__carn_POCA,PPO,0.666666700,8092.967000000,POCA,0.800000000,8839.200000000
veg_PPO__carn_POCA,PPO,0.900000000,9125.434000000,POCA,0.000000000,2661.400000000
veg_PPO__carn_POCA,PPO,0.833333300,8948.500000000,POCA,0.600000000,8496.066000000
veg_PPO__carn_POCA,PPO,0.866666700,9388.233000000,POCA,0.800000000,9658.267000000
veg_PPO__carn_POCA,PPO,0.700000000,8390.700000000,POCA,0.800000000,9155.733000000
veg_PPO__carn_POCA,PPO,0.933333337,9457.467000000,POCA,0.000000000,2381.666750000
veg_PPO__carn_POCA,PPO,0.733333349,8464.833000000,POCA,0.333333343,6960.733400000
veg_PPO__carn_POCA,PPO,0.900000000,9430.700000000,POCA,0.600000000,8014.333500000
veg_PPO__carn_PPO,PPO,0.766666651,8146.100000000,PPO,0.000000000,3878.133300000
veg_PPO__carn_PPO,PPO,0.466666669,6676.800000000,PPO,0.133333340,5548.400000000
veg_PPO__carn_PPO,PPO,0.400000000,5564.300000000,PPO,0.066666670,5756.933000000
veg_PPO__carn_PPO,PPO,0.733333349,8185.333500000,PPO,0.066666670,4704.600000000
veg_PPO__carn_PPO,PPO,0.466666669,6436.200000000,PPO,0.066666670,4400.533000000
veg_PPO__carn_PPO,PPO,0.566666663,6504.800000000,PPO,0.066666670,5019.800000000
veg_PPO__carn_PPO,PPO,0.733333349,7788.800000000,PPO,0.000000000,3912.000000000
veg_PPO__carn_PPO,PPO,0.600000000,7619.500000000,PPO,0.066666670,5371.200000000
veg_PPO__carn_PPO,PPO,0.566666663,6690.233400000,PPO,0.000000000,4981.266600000
veg_PPO__carn_PPO,PPO,0.333333343,5902.300000000,PPO,0.333333343,6951.533000000
veg_PPO__carn_PPO,PPO,0.533333361,6958.100000000,PPO,0.133333340,6065.133300000
veg_PPO__carn_PPO,PPO,0.666666700,7702.600000000,PPO,0.066666670,5402.133300000
veg_PPO__carn_PPO,PPO,0.333333343,5190.333500000,PPO,0.266666681,6209.400000000
veg_PPO__carn_PPO,PPO,0.433333337,5985.067000000,PPO,0.066666670,4701.866700000
veg_PPO__carn_PPO,PPO,0.566666663,7157.033000000,PPO,0.066666670,4242.533000000
veg_PPO__carn_PPO,PPO,0.566666663,6960.900000000,PPO,0.066666670,5037.067000000
veg_PPO__carn_PPO,PPO,0.233333334,5059.067000000,PPO,0.133333340,5943.266600000
veg_PPO__carn_PPO,PPO,0.400000000,5942.800000000,PPO,0.400000000,6803.600000000
veg_PPO__carn_PPO,PPO,0.600000000,7136.166500000,PPO,0.066666670,5478.200000000
veg_PPO__carn_PPO,PPO,0.366666675,5651.200000000,PPO,0.266666681,6934.866700000
veg_PPO__carn_PPO,PPO,0.666666700,7660.300000000,PPO,0.000000000,4562.866700000
veg_PPO__carn_PPO,PPO,0.600000000,6780.266600000,PPO,0.000000000,3759.666750000
veg_PPO__carn_PPO,PPO,0.566666663,7014.700000000,PPO,0.000000000,5121.467000000
veg_PPO__carn_PPO,PPO,0.366666675,5560.000000000,PPO,0.133333340,5342.333500000
veg_PPO__carn_PPO,PPO,0.433333337,5849.866700000,PPO,0.066666670,5208.733400000
veg_PPO__carn_PPO,PPO,0.533333361,6326.800000000,PPO,0.000000000,4793.600000000
veg_PPO__carn_PPO,PPO,0.300000000,5119.433000000,PPO,0.333333343,6495.133300000
veg_PPO__carn_PPO,PPO,0.633333300,7391.866700000,PPO,0.066666670,5887.200000000
veg_PPO__carn_PPO,PPO,0.633333300,7182.000000000,PPO,0.000000000,4728.266600000
veg_PPO__carn_PPO,PPO,0.500000000,6827.833500000,PPO,0.000000000,4378.933000000
veg_PPO__carn_PPO,PPO,0.433333337,6479.000000000,PPO,0.000000000,5342.067000000
veg_PPO__carn_PPO,PPO,0.533333361,6239.733400000,PPO,0.000000000,4829.733400000
veg_PPO__carn_PPO,PPO,0.533333361,6610.666500000,PPO,0.000000000,4278.133300000
veg_PPO__carn_PPO,PPO,0.633333300,7929.400000000,PPO,0.066666670,5590.866700000
veg_PPO__carn_PPO,PPO,0.666666700,7488.233400000,PPO,0.066666670,4984.133300000
veg_PPO__carn_PPO,PPO,0.466666669,6732.633300000,PPO,0.133333340,5313.933000000
veg_PPO__carn_PPO,PPO,0.500000000,6389.100000000,PPO,0.000000000,5147.800000000
veg_PPO__carn_PPO,PPO,0.466666669,6268.200000000,PPO,0.133333340,6458.266600000
veg_PPO__carn_PPO,PPO,0.233333334,5321.500000000,PPO,0.333333343,6986.866700000
veg_PPO__carn_PPO,PPO,0.633333300,7212.866700000,PPO,0.066666670,4042.200000000
veg_PPO__carn_PPO,PPO,0.666666700,7864.600000000,PPO,0.066666670,4986.067000000
veg_PPO__carn_PPO,PPO,0.333333343,4922.900000000,PPO,0.133333340,5937.467000000
veg_PPO__carn_PPO,PPO,0.466666669,6430.833500000,PPO,0.133333340,5396.866700000
